MGCF0
VERSION	2
BEGIN	META
TITLE	Untitled
ARTIST	
DESIGNER	
DIFFICULTY	0
PLAYLEVEL	
WEATTRIBUTE	
CHARTCONST	0.00000
SONGID	MGT4cb694078f0d4ecfaaedf55e22dd232c
BGM	곡1.mp3
BGMOFFSET	0.00000
BGMPREVIEW	0.00000	0.00000
JACKET	
BG	
BGSCENE	
BGSYNC	1
FIELDCOL	0
FIELDBG	
FIELDSCENE	
MAINTIL	0
MAINBPM	0.00000
TUTORIAL	0
SOFFSET	1
USECLICK	1
EXLONG	0
BGMWAITEND	1
AUTHOR_LIST	
AUTHOR_SITES	
DLURL	
COPYRIGHT	
LICENSE		
BEGIN	HEADER
BEAT	0	4	4
BPM	0	120.00000
TIL	0	0	1.00000
BEGIN	NOTES
t	N	N	N	1680	0	1	8	0	0
t	N	N	N	2520	2	1	8	0	0
t	N	N	N	3420	0	1	8	0	0
t	N	N	N	4200	2	1	8	0	0
t	N	N	N	4980	2	1	8	0	0
t	N	N	N	5820	2	1	8	0	0
t	N	N	N	6660	2	1	8	0	0
t	N	N	N	9120	2	1	8	0	0
t	N	N	N	8340	2	1	8	0	0
t	N	N	N	7860	0	1	8	0	0
t	N	N	N	7320	2	1	8	0	0
t	N	N	N	7620	0	1	8	0	0
t	N	N	N	9960	2	1	8	0	0
t	N	N	N	10800	2	1	8	0	0
t	N	N	N	11640	2	1	8	0	0
t	N	N	N	11820	0	1	8	0	0
t	N	N	N	12000	2	1	8	0	0
t	N	N	N	12420	0	1	8	0	0
t	N	N	N	13380	2	1	8	0	0
t	N	N	N	13500	0	1	8	0	0
t	N	N	N	13620	2	1	8	0	0
t	N	N	N	14160	0	1	8	0	0
t	N	N	N	13860	2	1	8	0	0
t	N	N	N	14400	1	1	8	0	0
t	N	N	N	15720	0	1	8	0	0
t	N	N	N	15720	0	1	8	0	0
t	N	N	N	16080	2	1	8	0	0
t	N	N	N	15720	0	1	8	0	0
t	N	N	N	16080	2	1	8	0	0
t	N	N	N	15720	0	1	8	0	0
t	N	N	N	16080	2	1	8	0	0
t	N	N	N	15720	0	1	8	0	0
t	N	N	N	16080	2	1	8	0	0
t	N	N	N	15300	2	1	8	0	0
t	N	N	N	14940	0	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16920	2	1	8	0	0
t	N	N	N	16920	2	1	8	0	0
t	N	N	N	16920	2	1	8	0	0
t	N	N	N	16920	2	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	17700	2	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	17700	2	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	17700	2	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	17700	2	1	8	0	0
t	N	N	N	16920	2	1	8	0	0
t	N	N	N	16560	0	1	8	0	0
t	N	N	N	16140	0	1	8	0	0
t	N	N	N	17760	0	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	18480	2	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	18480	2	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	18480	2	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	18480	2	1	8	0	0
t	N	N	N	17700	2	1	8	0	0
t	N	N	N	17340	0	1	8	0	0
t	N	N	N	18900	0	1	8	0	0
t	N	N	N	18900	0	1	8	0	0
t	N	N	N	19260	2	1	8	0	0
t	N	N	N	18900	0	1	8	0	0
t	N	N	N	19260	2	1	8	0	0
t	N	N	N	18900	0	1	8	0	0
t	N	N	N	19260	2	1	8	0	0
t	N	N	N	18900	0	1	8	0	0
t	N	N	N	19260	2	1	8	0	0
t	N	N	N	18480	2	1	8	0	0
t	N	N	N	18120	0	1	8	0	0
t	N	N	N	19320	0	1	8	0	0
t	N	N	N	19800	2	1	8	0	0
t	N	N	N	20160	2	1	8	0	0
t	N	N	N	20580	2	1	8	0	0
t	N	N	N	21060	2	1	8	0	0
t	N	N	N	21240	0	1	8	0	0
t	N	N	N	21540	0	1	8	0	0
t	N	N	N	21720	2	1	8	0	0
t	N	N	N	21960	2	1	8	0	0
t	N	N	N	22260	0	1	8	0	0
t	N	N	N	24300	2	1	8	0	0
t	N	N	N	21180	2	1	8	0	0
